item_id,dataset,env,seed,L1,L2,FA,path,is_correct,n_docs,conflict_type,l2_source
qacc-1341,qacc,standard,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1341,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1354,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1354,qacc,standard,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1354,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1377,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,rule
qacc-1377,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1377,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1394,qacc,reflection,13,detected,correct,wrong,,0,10,misinformation,judge
qacc-1394,qacc,standard,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1394,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1402,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1402,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1402,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1405,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1405,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1405,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1409,qacc,reflection,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1409,qacc,standard,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1409,qacc,standard_nothink,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1417,qacc,reflection,13,detected,correct,wrong,,0,10,misinformation,judge
qacc-1417,qacc,standard,13,detected,correct,wrong,,0,10,misinformation,judge
qacc-1417,qacc,standard_nothink,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1421,qacc,reflection,13,detected,correct,wrong,,0,10,misinformation,judge
qacc-1421,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1421,qacc,standard_nothink,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1423,qacc,reflection,13,detected,correct,wrong,,0,10,misinformation,judge
qacc-1423,qacc,standard,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1423,qacc,standard_nothink,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1424,qacc,reflection,13,detected,wrong,correct,discordant_hit,1,10,misinformation,rule
qacc-1424,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1424,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1426,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,rule
qacc-1426,qacc,standard,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1426,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1430,qacc,reflection,13,detected,unresolved,correct,shortcut,1,10,misinformation,judge
qacc-1430,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1430,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1434,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1434,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1434,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1445,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1445,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1445,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1468,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1468,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1468,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1470,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,rule
qacc-1470,qacc,standard,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1470,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1477,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1477,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1477,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1503,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,rule
qacc-1503,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1503,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1521,qacc,reflection,13,detected,correct,wrong,,0,10,misinformation,judge
qacc-1521,qacc,standard,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1521,qacc,standard_nothink,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1531,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1531,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1531,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1552,qacc,reflection,13,detected,correct,wrong,,0,10,misinformation,judge
qacc-1552,qacc,standard,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1552,qacc,standard_nothink,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1554,qacc,reflection,13,detected,wrong,correct,discordant_hit,1,10,misinformation,rule
qacc-1554,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1554,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1557,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1557,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1557,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1565,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1565,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1565,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1574,qacc,reflection,13,detected,correct,wrong,,0,10,misinformation,judge
qacc-1574,qacc,standard,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1574,qacc,standard_nothink,13,unrecognized,,wrong,,0,10,misinformation,
qacc-1575,qacc,reflection,13,detected,wrong,correct,discordant_hit,1,10,misinformation,rule
qacc-1575,qacc,standard,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1575,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1580,qacc,reflection,13,detected,wrong,wrong,,0,10,outdated,rule
qacc-1580,qacc,standard,13,detected,correct,wrong,,0,10,outdated,judge
qacc-1580,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,outdated,
qacc-1588,qacc,reflection,13,detected,unresolved,correct,shortcut,1,10,misinformation,rule
qacc-1588,qacc,standard,13,detected,wrong,correct,discordant_hit,1,10,misinformation,judge
qacc-1588,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1602,qacc,reflection,13,detected,correct,correct,legitimate,1,10,misinformation,judge
qacc-1602,qacc,standard,13,unrecognized,,correct,blind_hit,1,10,misinformation,
qacc-1602,qacc,standard_nothink,13,unrecognized,,correct,blind_hit,1,10,misinformation,
ramdocs-0002-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0002-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,7,misinformation,rule
ramdocs-0002-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0008-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0008-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0008-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0009-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0009-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0009-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0012-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,rule
ramdocs-0012-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,7,misinformation,rule
ramdocs-0012-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0013-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0013-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0013-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0015-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,rule
ramdocs-0015-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0015-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0020-a0,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0020-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0020-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0021-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0021-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0021-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0027-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0027-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0027-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0041-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0041-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,6,misinformation,rule
ramdocs-0041-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0049-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0049-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0049-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0054-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,5,misinformation,rule
ramdocs-0054-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0054-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0055-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0055-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0055-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0056-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0056-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0056-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0060-a0,ramdocs_a,reflection,13,detected,correct,wrong,,0,6,misinformation,judge
ramdocs-0060-a0,ramdocs_a,standard,13,detected,correct,wrong,,0,6,misinformation,judge
ramdocs-0060-a0,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,6,misinformation,
ramdocs-0064-a0,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,4,misinformation,rule
ramdocs-0064-a0,ramdocs_a,standard,13,detected,wrong,wrong,,0,4,misinformation,rule
ramdocs-0064-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0071-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0071-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0071-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0073-a0,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,3,misinformation,rule
ramdocs-0073-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0073-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0080-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0080-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0080-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0081-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,5,misinformation,judge
ramdocs-0081-a0,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,5,misinformation,judge
ramdocs-0081-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0083-a0,ramdocs_a,reflection,13,detected,correct,wrong,,0,2,misinformation,judge
ramdocs-0083-a0,ramdocs_a,standard,13,unrecognized,,wrong,,0,2,misinformation,
ramdocs-0083-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0092-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0092-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0092-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0095-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0095-a0,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,4,misinformation,judge
ramdocs-0095-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0096-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0096-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0096-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0097-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,4,misinformation,judge
ramdocs-0097-a0,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,4,misinformation,judge
ramdocs-0097-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0101-a1,ramdocs_a,reflection,13,unrecognized,,wrong,,0,5,misinformation,
ramdocs-0101-a1,ramdocs_a,standard,13,detected,wrong,wrong,,0,5,misinformation,rule
ramdocs-0101-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0102-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0102-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0102-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0104-a0,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,5,misinformation,judge
ramdocs-0104-a0,ramdocs_a,standard,13,detected,unresolved,correct,shortcut,1,5,misinformation,rule
ramdocs-0104-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0104-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,rule
ramdocs-0104-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0104-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0114-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0114-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0114-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0119-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0119-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0119-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0127-a1,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,6,misinformation,rule
ramdocs-0127-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0127-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0129-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0129-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0129-a0,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,4,misinformation,
ramdocs-0129-a1,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,4,misinformation,judge
ramdocs-0129-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0129-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0131-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,6,misinformation,rule
ramdocs-0131-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0131-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0135-a0,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,2,misinformation,judge
ramdocs-0135-a0,ramdocs_a,standard,13,detected,unresolved,wrong,,0,2,misinformation,judge
ramdocs-0135-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0137-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0137-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0137-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0139-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,rule
ramdocs-0139-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0139-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0148-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0148-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0148-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0149-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0149-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0149-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0155-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,5,misinformation,rule
ramdocs-0155-a0,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,5,misinformation,rule
ramdocs-0155-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0155-a1,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0155-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0155-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0157-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0157-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0157-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0160-a0,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,5,misinformation,judge
ramdocs-0160-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0160-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0169-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0169-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0169-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0173-a0,ramdocs_a,reflection,13,detected,correct,wrong,,0,6,misinformation,rule
ramdocs-0173-a0,ramdocs_a,standard,13,unrecognized,,wrong,,0,6,misinformation,
ramdocs-0173-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0182-a0,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,4,misinformation,judge
ramdocs-0182-a0,ramdocs_a,standard,13,detected,unresolved,correct,shortcut,1,4,misinformation,judge
ramdocs-0182-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0182-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0182-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0182-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0183-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0183-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0183-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0189-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0189-a0,ramdocs_a,standard,13,detected,wrong,wrong,,0,4,misinformation,rule
ramdocs-0189-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0193-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0193-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0193-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0198-a1,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,7,misinformation,judge
ramdocs-0198-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0198-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0201-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0201-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0201-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0206-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,8,misinformation,judge
ramdocs-0206-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,8,misinformation,
ramdocs-0206-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,8,misinformation,
ramdocs-0207-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0207-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0207-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0209-a0,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,2,misinformation,judge
ramdocs-0209-a0,ramdocs_a,standard,13,detected,unresolved,correct,shortcut,1,2,misinformation,rule
ramdocs-0209-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0214-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0214-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0214-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0218-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,3,misinformation,rule
ramdocs-0218-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0218-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0225-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0225-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0225-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0233-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0233-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0233-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0233-a1,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,3,misinformation,judge
ramdocs-0233-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0233-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0234-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0234-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0234-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0234-a1,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0234-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0234-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0238-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0238-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0238-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
