question_id,doc_id,conflict_type,question,supports_gold_a3,source_a3,label_current
dragged-0047,1,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,2,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,3,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,4,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,5,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,6,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,7,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,8,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,9,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,10,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,11,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,12,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0047,13,conflicting_opinions,Can detox diets help in weight loss?,,undetermined,
dragged-0050,0,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0050,1,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0050,2,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0050,3,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0050,4,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0050,5,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0050,6,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0050,7,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0050,8,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0050,9,conflicting_opinions,what was the population of the roman empire at its height?,,undetermined,
dragged-0051,0,conflicting_opinions,when was the first temple built in jerusalem?,,undetermined,
dragged-0051,1,conflicting_opinions,when was the first temple built in jerusalem?,,undetermined,
dragged-0051,2,conflicting_opinions,when was the first temple built in jerusalem?,,undetermined,
dragged-0051,3,conflicting_opinions,when was the first temple built in jerusalem?,,undetermined,
dragged-0051,4,conflicting_opinions,when was the first temple built in jerusalem?,,undetermined,
dragged-0051,5,conflicting_opinions,when was the first temple built in jerusalem?,,undetermined,
dragged-0051,6,conflicting_opinions,when was the first temple built in jerusalem?,,undetermined,
dragged-0051,7,conflicting_opinions,when was the first temple built in jerusalem?,,undetermined,
dragged-0051,8,conflicting_opinions,when was the first temple built in jerusalem?,,undetermined,
dragged-0072,0,conflicting_opinions,Should the electoral college system be abolished?,,undetermined,
dragged-0072,1,conflicting_opinions,Should the electoral college system be abolished?,,undetermined,
dragged-0072,2,conflicting_opinions,Should the electoral college system be abolished?,,undetermined,
dragged-0072,3,conflicting_opinions,Should the electoral college system be abolished?,,undetermined,
dragged-0072,4,conflicting_opinions,Should the electoral college system be abolished?,,undetermined,
dragged-0072,5,conflicting_opinions,Should the electoral college system be abolished?,,undetermined,
dragged-0072,6,conflicting_opinions,Should the electoral college system be abolished?,,undetermined,
dragged-0072,7,conflicting_opinions,Should the electoral college system be abolished?,,undetermined,
dragged-0074,0,conflicting_opinions,Does the lunar cycle affect wine taste?,,undetermined,
dragged-0074,1,conflicting_opinions,Does the lunar cycle affect wine taste?,,undetermined,
dragged-0074,2,conflicting_opinions,Does the lunar cycle affect wine taste?,,undetermined,
dragged-0074,3,conflicting_opinions,Does the lunar cycle affect wine taste?,,undetermined,
dragged-0074,4,conflicting_opinions,Does the lunar cycle affect wine taste?,,undetermined,
dragged-0074,5,conflicting_opinions,Does the lunar cycle affect wine taste?,,undetermined,
dragged-0074,6,conflicting_opinions,Does the lunar cycle affect wine taste?,,undetermined,
dragged-0077,0,conflicting_opinions,Are morning people more productive than night owls?,,undetermined,
dragged-0077,1,conflicting_opinions,Are morning people more productive than night owls?,,undetermined,
dragged-0077,2,conflicting_opinions,Are morning people more productive than night owls?,,undetermined,
dragged-0077,3,conflicting_opinions,Are morning people more productive than night owls?,,undetermined,
dragged-0077,4,conflicting_opinions,Are morning people more productive than night owls?,,undetermined,
dragged-0077,5,conflicting_opinions,Are morning people more productive than night owls?,,undetermined,
dragged-0088,0,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,1,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,2,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,3,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,4,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,5,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,6,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,7,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,8,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,9,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,10,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0088,11,conflicting_opinions,Are rats responsible for spreading bubonic plague?,,undetermined,
dragged-0094,0,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,1,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,2,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,3,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,4,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,5,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,6,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,7,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,8,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,9,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,10,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,11,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,12,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0094,13,conflicting_opinions,Does longer website content rank better on Google?,,undetermined,
dragged-0095,0,conflicting_opinions,Did Ancient Greeks practice human sacrifice?,,undetermined,
dragged-0095,1,conflicting_opinions,Did Ancient Greeks practice human sacrifice?,,undetermined,
dragged-0095,2,conflicting_opinions,Did Ancient Greeks practice human sacrifice?,,undetermined,
dragged-0095,3,conflicting_opinions,Did Ancient Greeks practice human sacrifice?,,undetermined,
dragged-0095,4,conflicting_opinions,Did Ancient Greeks practice human sacrifice?,,undetermined,
dragged-0095,5,conflicting_opinions,Did Ancient Greeks practice human sacrifice?,,undetermined,
dragged-0097,0,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,1,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,2,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,3,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,4,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,5,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,6,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,7,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,8,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,9,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,10,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0097,11,conflicting_opinions,Should animals be used for research?,,undetermined,
dragged-0105,0,conflicting_opinions,Does birth order influence personality traits?,,undetermined,
dragged-0105,1,conflicting_opinions,Does birth order influence personality traits?,,undetermined,
dragged-0105,2,conflicting_opinions,Does birth order influence personality traits?,,undetermined,
dragged-0105,3,conflicting_opinions,Does birth order influence personality traits?,,undetermined,
dragged-0105,4,conflicting_opinions,Does birth order influence personality traits?,,undetermined,
dragged-0105,5,conflicting_opinions,Does birth order influence personality traits?,,undetermined,
dragged-0105,6,conflicting_opinions,Does birth order influence personality traits?,,undetermined,
dragged-0105,7,conflicting_opinions,Does birth order influence personality traits?,,undetermined,
dragged-0116,0,conflicting_opinions,Should organ selling be legalized?,,undetermined,
dragged-0116,1,conflicting_opinions,Should organ selling be legalized?,,undetermined,
dragged-0116,2,conflicting_opinions,Should organ selling be legalized?,,undetermined,
dragged-0116,3,conflicting_opinions,Should organ selling be legalized?,,undetermined,
dragged-0116,4,conflicting_opinions,Should organ selling be legalized?,,undetermined,
dragged-0116,5,conflicting_opinions,Should organ selling be legalized?,,undetermined,
dragged-0116,6,conflicting_opinions,Should organ selling be legalized?,,undetermined,
dragged-0116,7,conflicting_opinions,Should organ selling be legalized?,,undetermined,
dragged-0119,0,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0119,1,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0119,2,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0119,3,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0119,4,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0119,5,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0119,6,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0119,7,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0119,8,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0119,9,conflicting_opinions,Are electric cars really green?,,undetermined,
dragged-0122,0,conflicting_opinions,Is crying at work unprofessional?,,undetermined,
dragged-0122,1,conflicting_opinions,Is crying at work unprofessional?,,undetermined,
dragged-0122,2,conflicting_opinions,Is crying at work unprofessional?,,undetermined,
dragged-0122,3,conflicting_opinions,Is crying at work unprofessional?,,undetermined,
dragged-0122,4,conflicting_opinions,Is crying at work unprofessional?,,undetermined,
dragged-0122,5,conflicting_opinions,Is crying at work unprofessional?,,undetermined,
dragged-0122,6,conflicting_opinions,Is crying at work unprofessional?,,undetermined,
dragged-0122,7,conflicting_opinions,Is crying at work unprofessional?,,undetermined,
dragged-0130,0,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,1,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,2,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,3,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,4,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,5,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,6,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,7,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,8,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,9,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,10,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,11,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,12,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,13,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0130,14,conflicting_opinions,Can testosterone increase the risk of prostate cancer?,,undetermined,
dragged-0132,0,conflicting_opinions,Can stomach ulcers be caused by stress?,,undetermined,
dragged-0132,1,conflicting_opinions,Can stomach ulcers be caused by stress?,,undetermined,
dragged-0132,2,conflicting_opinions,Can stomach ulcers be caused by stress?,,undetermined,
dragged-0132,3,conflicting_opinions,Can stomach ulcers be caused by stress?,,undetermined,
dragged-0132,4,conflicting_opinions,Can stomach ulcers be caused by stress?,,undetermined,
dragged-0132,5,conflicting_opinions,Can stomach ulcers be caused by stress?,,undetermined,
dragged-0132,6,conflicting_opinions,Can stomach ulcers be caused by stress?,,undetermined,
dragged-0164,0,conflicting_opinions,where did the style hot dog originated,,undetermined,
dragged-0164,1,conflicting_opinions,where did the style hot dog originated,,undetermined,
dragged-0164,2,conflicting_opinions,where did the style hot dog originated,,undetermined,
dragged-0164,3,conflicting_opinions,where did the style hot dog originated,,undetermined,
dragged-0164,4,conflicting_opinions,where did the style hot dog originated,,undetermined,
dragged-0164,5,conflicting_opinions,where did the style hot dog originated,,undetermined,
dragged-0164,6,conflicting_opinions,where did the style hot dog originated,,undetermined,
dragged-0164,7,conflicting_opinions,where did the style hot dog originated,,undetermined,
dragged-0164,8,conflicting_opinions,where did the style hot dog originated,,undetermined,
dragged-0168,0,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,1,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,2,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,3,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,4,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,5,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,6,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,7,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,8,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,9,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0168,10,conflicting_opinions,Do hot drinks cool you down in hot weather?,,undetermined,
dragged-0172,0,conflicting_opinions,Does drinking alcohol literally kill brain cells?,,undetermined,
dragged-0172,1,conflicting_opinions,Does drinking alcohol literally kill brain cells?,,undetermined,
dragged-0172,2,conflicting_opinions,Does drinking alcohol literally kill brain cells?,,undetermined,
dragged-0172,3,conflicting_opinions,Does drinking alcohol literally kill brain cells?,,undetermined,
dragged-0172,4,conflicting_opinions,Does drinking alcohol literally kill brain cells?,,undetermined,
dragged-0172,5,conflicting_opinions,Does drinking alcohol literally kill brain cells?,,undetermined,
dragged-0172,6,conflicting_opinions,Does drinking alcohol literally kill brain cells?,,undetermined,
dragged-0172,7,conflicting_opinions,Does drinking alcohol literally kill brain cells?,,undetermined,
dragged-0172,8,conflicting_opinions,Does drinking alcohol literally kill brain cells?,,undetermined,
dragged-0174,0,conflicting_opinions,Do we have innate knowledge?,,undetermined,
dragged-0174,1,conflicting_opinions,Do we have innate knowledge?,,undetermined,
dragged-0174,2,conflicting_opinions,Do we have innate knowledge?,,undetermined,
dragged-0174,3,conflicting_opinions,Do we have innate knowledge?,,undetermined,
dragged-0174,4,conflicting_opinions,Do we have innate knowledge?,,undetermined,
dragged-0174,5,conflicting_opinions,Do we have innate knowledge?,,undetermined,
dragged-0174,6,conflicting_opinions,Do we have innate knowledge?,,undetermined,
dragged-0174,7,conflicting_opinions,Do we have innate knowledge?,,undetermined,
dragged-0174,8,conflicting_opinions,Do we have innate knowledge?,,undetermined,
dragged-0180,0,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,1,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,2,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,3,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,4,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,5,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,6,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,7,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,8,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,9,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,10,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,11,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,12,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0180,13,conflicting_opinions,Does the freedom of speech cover hate speech?,,undetermined,
dragged-0187,0,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0187,1,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0187,2,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0187,3,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0187,4,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0187,5,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0187,6,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0187,7,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0187,8,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0187,9,conflicting_opinions,What is the most powerful processor on the latest iPhone models?,,undetermined,
dragged-0196,0,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0196,1,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0196,2,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0196,3,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0196,4,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0196,5,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0196,6,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0196,7,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0196,8,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0196,9,conflicting_opinions,Can Rheumatoid Arthritis be diagnosed with a blood test?,,undetermined,
dragged-0198,0,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0198,1,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0198,2,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0198,3,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0198,4,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0198,5,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0198,6,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0198,7,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0198,8,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0198,9,conflicting_opinions,Is a degree necessary to become a successful graphic designer?,,undetermined,
dragged-0200,0,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,1,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,2,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,3,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,4,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,5,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,6,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,7,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,8,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,9,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0200,10,conflicting_opinions,Does every startup need a business plan?,,undetermined,
dragged-0201,0,conflicting_opinions,Are humans fundamentally good or evil?,,undetermined,
dragged-0201,1,conflicting_opinions,Are humans fundamentally good or evil?,,undetermined,
dragged-0201,2,conflicting_opinions,Are humans fundamentally good or evil?,,undetermined,
dragged-0201,3,conflicting_opinions,Are humans fundamentally good or evil?,,undetermined,
dragged-0201,4,conflicting_opinions,Are humans fundamentally good or evil?,,undetermined,
dragged-0201,5,conflicting_opinions,Are humans fundamentally good or evil?,,undetermined,
dragged-0201,6,conflicting_opinions,Are humans fundamentally good or evil?,,undetermined,
dragged-0203,0,conflicting_opinions,Is Subliminal Advertising Real?,,undetermined,
dragged-0203,1,conflicting_opinions,Is Subliminal Advertising Real?,,undetermined,
dragged-0203,2,conflicting_opinions,Is Subliminal Advertising Real?,,undetermined,
dragged-0203,3,conflicting_opinions,Is Subliminal Advertising Real?,,undetermined,
dragged-0203,4,conflicting_opinions,Is Subliminal Advertising Real?,,undetermined,
dragged-0203,5,conflicting_opinions,Is Subliminal Advertising Real?,,undetermined,
dragged-0203,6,conflicting_opinions,Is Subliminal Advertising Real?,,undetermined,
dragged-0203,7,conflicting_opinions,Is Subliminal Advertising Real?,,undetermined,
dragged-0203,8,conflicting_opinions,Is Subliminal Advertising Real?,,undetermined,
dragged-0204,0,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,1,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,2,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,3,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,4,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,5,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,6,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,7,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,8,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,9,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,10,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0204,11,conflicting_opinions,Do clams have eyes?,,undetermined,
dragged-0205,0,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,1,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,2,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,3,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,4,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,5,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,6,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,7,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,8,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,9,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0205,10,conflicting_opinions,Is sitting the new smoking?,,undetermined,
dragged-0208,0,conflicting_opinions,Can cats truly understand human emotions?,,undetermined,
dragged-0208,1,conflicting_opinions,Can cats truly understand human emotions?,,undetermined,
dragged-0208,2,conflicting_opinions,Can cats truly understand human emotions?,,undetermined,
dragged-0208,3,conflicting_opinions,Can cats truly understand human emotions?,,undetermined,
dragged-0208,4,conflicting_opinions,Can cats truly understand human emotions?,,undetermined,
dragged-0221,0,conflicting_opinions,Can you inherit genes for talent and skill?,,undetermined,
dragged-0221,1,conflicting_opinions,Can you inherit genes for talent and skill?,,undetermined,
dragged-0221,2,conflicting_opinions,Can you inherit genes for talent and skill?,,undetermined,
dragged-0221,3,conflicting_opinions,Can you inherit genes for talent and skill?,,undetermined,
dragged-0221,4,conflicting_opinions,Can you inherit genes for talent and skill?,,undetermined,
dragged-0221,5,conflicting_opinions,Can you inherit genes for talent and skill?,,undetermined,
dragged-0221,6,conflicting_opinions,Can you inherit genes for talent and skill?,,undetermined,
dragged-0223,0,conflicting_opinions,Should genetically modified organisms (GMOs) be part of our diet?,,undetermined,
dragged-0223,1,conflicting_opinions,Should genetically modified organisms (GMOs) be part of our diet?,,undetermined,
dragged-0223,2,conflicting_opinions,Should genetically modified organisms (GMOs) be part of our diet?,,undetermined,
dragged-0223,3,conflicting_opinions,Should genetically modified organisms (GMOs) be part of our diet?,,undetermined,
dragged-0223,4,conflicting_opinions,Should genetically modified organisms (GMOs) be part of our diet?,,undetermined,
dragged-0223,5,conflicting_opinions,Should genetically modified organisms (GMOs) be part of our diet?,,undetermined,
dragged-0224,0,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,1,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,2,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,3,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,4,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,5,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,6,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,7,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,8,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,9,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0224,10,conflicting_opinions,Is online learning as effective as traditional classroom learning?,,undetermined,
dragged-0225,0,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,1,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,2,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,3,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,4,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,5,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,6,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,7,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,8,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,9,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0225,10,conflicting_opinions,Is organic food really better for the environment?,,undetermined,
dragged-0227,0,conflicting_opinions,Can hypnosis allow people to recall forgotten memories?,,undetermined,
dragged-0227,1,conflicting_opinions,Can hypnosis allow people to recall forgotten memories?,,undetermined,
dragged-0227,2,conflicting_opinions,Can hypnosis allow people to recall forgotten memories?,,undetermined,
dragged-0227,3,conflicting_opinions,Can hypnosis allow people to recall forgotten memories?,,undetermined,
dragged-0227,4,conflicting_opinions,Can hypnosis allow people to recall forgotten memories?,,undetermined,
dragged-0227,5,conflicting_opinions,Can hypnosis allow people to recall forgotten memories?,,undetermined,
dragged-0227,6,conflicting_opinions,Can hypnosis allow people to recall forgotten memories?,,undetermined,
dragged-0227,7,conflicting_opinions,Can hypnosis allow people to recall forgotten memories?,,undetermined,
dragged-0231,0,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
dragged-0231,1,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
dragged-0231,2,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
dragged-0231,3,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
dragged-0231,4,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
dragged-0231,5,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
dragged-0231,6,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
dragged-0231,7,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
dragged-0231,8,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
dragged-0231,9,conflicting_opinions,Is it safe to place dental implants in one day?,,undetermined,
