question_id,doc_id,conflict_type,question,correct_answer,date,a3,label_llm,supported_answer_llm,label_reviewed,note,text
dragged-0090,2,outdated,Who won the latest NBA championship?,Boston Celtis,2024-07-16,0,correct,,correct,,"This year, the Celtics defeated the Mavs for their NBA best 18th championship. Let's take a look back at the complete list of NBA Finals ..."
dragged-0093,0,outdated,In what country was the current Miss World born?,Czech Republic,2024-11-24,0,noise,,noise,,"Pageantry Miss Polonia 2019 On 24 November 2019, Bielawska represented Łódź at Miss Polonia 2019 and won the title, making her Poland's Miss World 2020 candidate.[6] Miss World 2020 was cancelled due to the COVID-19 pandemic. She retained the Miss World Poland 2021 title. After being selected, she engaged in charity activities, such as volunteering for ""Soup na Pietrynie"", initiator of the Polish National Charity Action ""Korona z Głowy"" supporting those in need during the pandemic, ambassador of the social campaign ""Dotykam = Wygrywam"" acting to fight breast cancer[7] and a participant in the ""FASS OFF"" campaign for the Dom Foundation in Łódź.[8] She supports the Great Orchestra of Christmas Charity[9] and the DKMS Foundation, is an ambassador of the charity action fighting COVID-19 in Peru, the action included in the Ministry of Foreign Affairs ""Polonia4Neighbors"", and as part of the charity project ""Beauty with a purpose"" together with the Foundation ""Zupa na Pietrynie"" created the first bathhouse in Łódź for people who are homeless.[10]"
dragged-0093,5,outdated,In what country was the current Miss World born?,Czech Republic,,0,noise,,noise,,"... Birthday, Julia Morley! Oct 25, 2024 12:51 PM EDT. DR 1. Miss World receives ... country. Aug 13, 2024 4:13 AM EDT. SA 3. Miss World SA finalists spend time ..."
dragged-0099,1,outdated,How many exoplanets have been discovered?,5811,2023-06-07,0,correct,,correct,,"Exoplanets An exoplanet is any planet beyond our solar system. Most of them orbit other stars, but some free-floating exoplanets, called rogue planets, are untethered to any star. We’ve confirmed more than 5,800 exoplanets out of the billions that we believe exist. Overview Most of the exoplanets discovered so far are in a relatively small region of our galaxy, the Milky Way. (""Small"" meaning within thousands of light-years of our solar system; one light-year equals 5.88 trillion miles, or 9.46 trillion kilometers.) Even the closest known exoplanet to Earth, Proxima Centauri b, is still about 4 light-years away. We know there are more planets than stars in the galaxy. By measuring exoplanets’ sizes (diameters) and masses (weights), we can see compositions ranging from rocky (like Earth and Venus) to gas-rich (like Jupiter and Saturn). Some planets may be dominated by water or ice, while others are dominated by iron or carbon. We’ve identified lava worlds covered in molten seas, puffy planets the density of Styrofoam and dense cores of planets still orbiting their stars. Exoplanets Get set for launch. “Eyes on Exoplanets” will fly you to any planet you wish—as long as it's far beyond our solar system. This fully rendered 3D universe is scientifically accurate, allowing you to zoom in for a close look at more than 1,000 exotic planets known to orbit distant stars. Exoplanet Types So far scientists have categorized exoplanets into the following types: Gas giant, Neptunian, super-Earth, and terrestrial with subcategories like mini-Neptunes within those groups. Exoplanet Travel Bureau How Do We Find Exoplanets? Exoplanets are far, but scientists have discovered creative ways to spot these seemingly tiny objects."
dragged-0099,4,outdated,How many exoplanets have been discovered?,5811,2020-05-02,0,noise,,noise,,"Exoplanet and Candidate Statistics On this page we have assembled statistics for various categories of confirmed exoplanets, TESS candidates, and Kepler candidates. The values here come from confirmed planet data in the Planetary Systems interactive table, and candidate data from the KOI Cumulative table; TESS Project Candidate counts are from ExoFOP-TESS. The Exoplanet Archive's collection of known exoplanets were discovered using a variety of methods, and many have been detected using multiple methods. The following tables show the number of planets contained within the Exoplanet Archive whose discovery can be attributed to a particular technique. The criteria by which a planet is included in the Exoplanet Archive is described on our Exoplanet Criteria page. Clicking on a link returns a pre-filtered interactive table for that particular data set. For more information about building your own custom search queries, see the Pre-filtering Tables help document."
dragged-0103,5,outdated,Who is the current ATP top-ranked men's singles tennis player?,Jannik Sinner ( ITA ),2025-01-08,0,noise,,noise,,"Facundo Díaz Acosta, 24, ARG, 758, +5, +44, Auckland QF (R16 ), Lost in Qual. Auckland R2, Lost in Qual. Auckland R2 Auckland QF"
dragged-0112,2,outdated,when was the last time cleveland browns went to playoffs,2023,2024-12-08,0,noise,,noise,,"The Cleveland Browns play in the AFC North Division of the NFL. Established in 1944, the Browns played in the All American Football Conference from 1946-1949, winning all the championships during their appearances. The Browns have been an NFL franchise since 1950 and play in the FirstEnergy Stadium in Ohio (since 1999). They were suspended for three seasons (1996-98) due to the formation of the Baltimore Ravens. The Ravens were formed with the entire roster of the Browns when new owner Art Modell faced backlash from the people of Ohio for wanting to shift the team to Baltimore. Although the Browns logo and intellectual property were retained, the entire roster was shifted to the Ravens team. The Browns resumed operations with an entirely new team in 1999. The Cleveland Browns made it to the NFL Championship in all of their first ten years of establishment. The Browns made it to the NFL playoffs 25 times (since 1950), although they enjoyed a majority of their playoff success in the 1950s and 1960s. The Browns are yet to appear in a Super Bowl, although they have won 11 Conference Championships (pre-1970 NFL-AFL merger) and 12 Divisional Championships as of December 2024. Cleveland Browns Playoff Appearances Year-by-Year The Cleveland Browns had a 17-22 playoff record against 39 games as of December 2024. The Browns went through 15 divisional rounds, winning seven, and five conference championships, winning none. They are among the four NFL teams that, as of December 2024, have yet to appear in the Super Bowl."
dragged-0112,4,outdated,when was the last time cleveland browns went to playoffs,2023,2023-12-28,0,conflict,2020,correct,기사 시점(2023-12)에 플레이오프 확정 → 2023 지지,"On Thursday, they officially clinched a playoff berth for the first time since the 2020 season after their 37-20 win over the Jets on Thursday Night Football."
dragged-0112,8,outdated,when was the last time cleveland browns went to playoffs,2023,2025-01-07,0,noise,,noise,,Cleveland Browns Year-by-Year Results: The team's regular season and playoff records through the years.
dragged-0115,1,outdated,Where is EMNLP this year?,Punta Cana,2016-11-12,0,conflict,,conflict,,"Welcome! EMNLP 2024 took place in Miami, Florida from Nov 12th to Nov 16th, 2024, at the Hyatt Regency Miami Hotel."
dragged-0115,4,outdated,Where is EMNLP this year?,Punta Cana,2024-03-29,0,conflict,"Miami, Florida, United States",conflict,,"Locations · United States. EMNLP 2024, Miami, Florida, United States · Singapore. EMNLP 2023, Singapore · United Arab Emirates. EMNLP 2022, Abu Dhabi, United Arab ..."
dragged-0123,0,outdated,What date is Thanksgiving this year?,For 2025 it is November 27th,2024-10-18,0,conflict,"Nov. 28, 2024",conflict,,"Thanksgiving takes place on Nov. 28, 2024. Last year, the holiday was celebrated on Nov. 23, and it was on Nov. 24 in 2022."
dragged-0123,2,outdated,What date is Thanksgiving this year?,For 2025 it is November 27th,2025-01-18,0,noise,,noise,,"Family Celebration Thanksgiving Day is a day for people in the US to give thanks for what they have. Families and friends get together for a meal, which traditionally includes a roast turkey, stuffing, potatoes, vegetables, cranberry sauce, gravy, and pumpkin pie. In some cities and towns, there are parades during the Thanksgiving weekend. In most areas, these festivities also mark the opening of the Christmas shopping season. Long Weekend in More Than 20 States Many Have the Day Off Most government offices, businesses, schools, universities, colleges, and other organizations are closed on Thanksgiving Day. Many offices and businesses allow staff to have a long four-day weekend for Thanksgiving, so these offices and businesses are also closed on the Day after Thanksgiving Day. Public transit systems usually do not operate on their regular timetables. Thanksgiving Day is one of the busiest periods for travel in the USA. This can cause congestion and overcrowding. Seasonal parades and busy football games can also cause disruption to local traffic. History and Controversy Thanksgiving Day has been an annual holiday in the United States since 1863. However, not everyone sees Thanksgiving Day as a cause for celebration. Some in the US Native American community feel the mythology of the holiday ignores the destruction of indigenous cultures that followed European settlement. Beginning in 1970, a group of Native Americans and their supporters have staged an annual protest for a National Day of Mourning at Plymouth Rock in Plymouth, Massachusetts on Thanksgiving Day. American Indian Heritage Day is also observed at this time of the year. There are claims that the first Thanksgiving Day was held in the city of El Paso, Texas, in 1598. Another early event was held in 1619 in the Virginia Colony. Many people trace the origins of the modern Thanksgiving Day to the harvest celebration the Pilgrims held in Plymouth, Massachusetts in 1621. However, their first true thanksgiving was in 1623, when they gave thanks for rain that ended a drought."
dragged-0124,0,outdated,who was the oldest man elected president,Donald Trump,2025-01-10,0,noise,,noise,,"The first table below charts the age of each president of the United States at the time of their presidential inauguration (first inauguration if elected to multiple and consecutive terms), upon leaving office, and at the time of death. Where the president is still living, their lifespan and post-presidency timespan are calculated through January 13, 2025. James K. Polk had the shortest retirement of any president, dying of cholera only 103 days after leaving office, at the age of 53 (the youngest president to die of natural causes).[6] Carter's retirement, 43 years, 344 days, was the longest in American presidential history. Incumbent president Joe Biden is the oldest of the five living U.S. presidents.[2] The youngest living former president is Barack Obama, age 63. Graphical representation This is a graphical lifespan timeline of the presidents of the United States. They are listed in order of office, with Grover Cleveland listed in the order of his first presidency. The following chart shows presidents by their age (living presidents in green), with the years of their presidency in blue. The vertical blue line at 35 years indicates the minimum age to be president."
dragged-0129,2,outdated,who is the current director of the cia,John Ratcliffe,2025-01-06,0,conflict,Burns,conflict,,"In January 2021, President Joe Biden nominated Burns to become CIA director.[7] He was unanimously confirmed by voice vote in the Senate on March 18, 2021, sworn in officially as director on March 19,[3] as well as ceremonially sworn in by Vice President Kamala Harris on March 23.[8][9] In July 2023, Biden elevated Burns to a position in his cabinet, a largely symbolic action.[10] In 2008, Burns wrote to Secretary of State Condoleezza Rice: ""Ukrainian entry into NATO is the brightest of all redlines for the Russian elite (not just Putin). In more than two and a half years of conversations with key Russian players, from knuckle-draggers in the dark recesses of the Kremlin to Putin's sharpest liberal critics, I have yet to find anyone who views Ukraine in NATO as anything other than a direct challenge to Russian interests. ""[17] A leaked diplomatic cable that Burns signed as ambassador to Russia in August 2006 provided a detailed eyewitness account of the lavish wedding organized in Makhachkala by Russian State Duma member and Dagestan Oil Company chief Gadzhi Makhachev for his son. The wedding lasted for two days; its attendees included Chechnya's Ramzan Kadyrov. An FSB colonel sitting next to the cable's authors tried to add ""cognac"" to their wine until an FSB general told him to stop.[18][19] In 2015, Burns told Gideon Rachman of the Financial Times that the cable had been ""largely written by his colleagues,"" with Rachman remarking that the telegram had gained a reputation of ""a minor classic of comic writing, its tone very much not what one might expect of a diplomatic cable. ""[20]"
dragged-0129,5,outdated,who is the current director of the cia,John Ratcliffe,2011-09-28,0,noise,,noise,,"The Central Intelligence Agency (CIA), formally created in 1947, is the principal foreign intelligence and counterintelligence agency of the U.S. government. The CIA is headed by a director and deputy director, only one of whom may be a military officer. The director of central intelligence (DCI) serves as the chief intelligence adviser to the president of the United States. This is a chronologically ordered list of the directors, from the earliest to the most recent."
dragged-0131,3,outdated,When is this year's Ramadan?,28th of February or 1st of March,2024-03-08,0,conflict,"Ramadan begins the evening of March 10 (Sunday night, March 11)",conflict,,"Ramadan begins the evening of March 10 Ramadan, the most sacred time of the year for Muslims, begins Sunday night, March 11, and ends on Thursday, April 11. This is a time of immense significance in the Islamic community. The month-long, lunar holiday serves as a sacred period of introspection, spiritual growth and self-discipline for Muslims worldwide. Ramadan is a time marked by fasting from dawn to sunset, when Muslims abstain not only from food and drink, but from daily pleasures as well. Fasting during Ramadan serves as a powerful reminder of empathy and compassion for those less fortunate. By experiencing hunger and thirst, individuals gain a heightened understanding of the struggles faced by those who live in poverty. This shared experience fosters a sense of solidarity and motivates believers to engage in acts of charity, kindness and community service. It becomes a time for selflessness, reinforcing the importance of generosity and helping those in need. During this Ramadan season, I ask the campus community to be flexible with students recognizing the holiday as they may be absent from class during prayer time and may request extra accommodations to complete their assigned work. Stay tuned to Marquette Today and the Campus Ministry Instagram for more information on an upcoming Iftar dinner hosted by Campus Ministry. Ramadan serves as a transformative period, encouraging individuals to transcend their worldly desires and cultivate qualities of patience, gratitude and humility. Through self-control, believers aim to purify their hearts and souls, striving for a higher level of consciousness and spiritual enlightenment. Ramadan, therefore, stands as a beacon of self-discipline and personal growth, guiding individuals to a more virtuous and fulfilling life. Students are encouraged to connect with Sameer Ali, Muslim Chaplain, who is available to provide emotional and spiritual support to students."
dragged-0131,5,outdated,When is this year's Ramadan?,28th of February or 1st of March,2021-01-01,0,conflict,Ramadan will begin at sunset on April 12,conflict,,"Ramadan at MSU A Brief Guide for 2021 Beginning in mid-April, many MSU students and employees will begin the month-long fast of Ramadan. As we work toward promoting a more inclusive Spartan community, here are some facts to consider: Ramadan is the ninth month of the Islamic lunar calendar and is widely considered the month in which the Qur’an (Koran), the Islamic holy book, was first revealed. This year, Ramadan will begin at sunset on April 12, give or take a day (depending on when the new moon is sighted), and will last 29 or 30 days. As the Islamic year is approximately 11 days shorter than the Gregorian year, Ramadan in 2022 will begin around April 1. Fasting in the month of Ramadan is one of the “five pillars” of Islam. The Qur’an (2:183) states that fasting was prescribed so that believers may attain God-consciousness. Accordingly, Ramadan is widely regarded as a month of spiritual growth. Practicing Muslims who are able to do so are expected to abstain from eating, drinking (including water) and sexual relations from dawn to sunset each day of the month. Many Muslims will also perform various prayers and acts of devotion, especially at night, sometimes past midnight. And as many adherents also wake up early for predawn meals, they may experience not just hunger and thirst but also fatigue. Those who are ill, traveling, or unable to fast for other reasons are exempt from the Ramadan fast. Those who are able to do so are expected to make up the missed days at a later time. The end of Ramadan is marked by the Islamic holiday Eid al-Fitr (“the festival of the breaking of the fast”), which will begin this year at sunset on May 12, give or take a day. Eid al-Fitr is one of the two major Islamic holidays, the other being Eid al-Adha (“the festival of sacrifice”), which overlaps with the annual Hajj ("
dragged-0131,7,outdated,When is this year's Ramadan?,28th of February or 1st of March,2024-04-06,0,conflict,Ramadan begins on Sunday 10 March 2024,conflict,,"The tablets of Ibrahim, the Torah, the Psalms, the Gospel, and the Quran were sent down on the 1st, 6th, 12th, 13th and 24th days of Ramadan, according to the faith. When is Ramadan? Ramadan begins on Sunday 10 March 2024 and is expected to conclude on Tuesday 9 April 2024, meaning Eid al-Fitr is likely to fall on Wednesday 10 April 2024. Why does the date vary each year? The Islamic calendar is lunar, meaning each month begins with a new astronomical moon. As lunar months are shorter than solar, the Islamic calendar does not correspond with the Gregorian calendar followed in the West, so that means Ramadan occurs around 10 days earlier every year. The period takes place in the ninth month of the Islamic year. Its precise date also varies from country to country by about a day, depending on when the moon is sighted. Followers of the faith are encouraged to check the precise timings of sunrise and sunset with their local mosques to ensure the fast is not inadvertently broken prematurely. Why do Muslims fast? ​Ramadan is a holy month dedicated to prayer and reading the Quran. Generosity and giving to worthy causes and neighbours are encouraged. It is a period for reflection, self-restraint, and warmth intended to bring Muslims closer to Allah, hence the abstention from earthly distractions like food and water, cigarettes, and sexual activity during daylight hours. A modest meal is taken before dawn known as “suhoor” and after dusk known as “iftar” but nothing whatsoever is consumed in between, not even water. Fasting during Ramadan is a requirement for all Muslims from a young age, in some cases beginning as early as 10. Those who are too ill to fast can be exempted if participating would mean endangering their health, as can the elderly, those suffering from a mental illness,"
dragged-0148,3,outdated,Where is the next Grand Prix?,"Melbourne, Australia",2024-11-21,0,noise,,noise,,"The calendar is a bumper-length adventure in 2024 with, aptly, 24 races to savour between March and December. The globe-trotting tour has soaked up the Middle East, the Far East and Australia and the European summer is drawing to a close prior to the final stretch across the Americas and Asia, with plenty of other locations scattered throughout the campaign. RadioTimes.com brings you up to speed with the next F1 Grand Prix on the schedule for 2024. Authors Michael Potts is the Sport Editor for Radio Times, covering all of the biggest sporting events across the globe with previews, features, interviews and more. He has worked for Radio Times since 2019 and previously worked on the sport desk at Express.co.uk after starting his career writing features for What Culture. He achieved a first-class degree in Sports Journalism in 2014."
dragged-0151,0,outdated,who was the last person executed,Gary Ray Bowles,2022-12-28,0,noise,,noise,,"He was 66 years old. This was the state's second execution since officials started carrying out the death penalty in May after a nearly eight-year hiatus. July 28, 2022: Alabama executed Joe Nathan James, Jr. He was 50 years old. Officials took three hours to set an IV line before putting James to death. The Death Penalty Information Center called it ""the longest botched lethal injection execution in U.S. history. "" Alabama’s prison system has been in the national spotlight, as hundreds of inmates die each year inside the overcrowded facilities set to contain them, drawing criticism from the federal government. But the system more recently has drawn national headlines for its handling of executions. August 17, 2022: Texas executed Kosoul Chanthakoummane. He was 41 years old. It was the second execution this year in a state that typically puts more people to death than any other. He used his final statement to thank Jesus Christ, ministers with the Texas prison system and ""all these people in my life that aided me in this journey."" Chanthakoummane added: ""To Mrs. Walker's family, I pray that my death will bring them peace,"" he said into a microphone hanging above him as he lay on a prison gurney. August 25, 2022: Oklahoma executed James Coddington at the Oklahoma State Penitentiary in McAlester. He was 50 years old. October 5, 2022: Texas executed John Henry Ramirez. ""I am ready, Warden,” were his last words. His case clarified the role of spiritual advisors in death chambers. The U.S. Supreme Court sided with Ramirez in March when it ruled that states must accommodate death row inmates who want to have their faith leaders pray and touch them during their executions. Ramirez's spiritual adviser placed his right hand on Ramirez's chest during his execution, and held it there for the duration. October 20, 2022: Oklahoma executed by lethal injection Benjamin Cole. He was 57 years old."
dragged-0151,2,outdated,who was the last person executed,Gary Ray Bowles,2024-12-19,0,noise,,noise,,"Alan Eugene Miller became the 1,600th person executed since the Supreme Court reinstated the death penalty in 1976, according to the Death Penalty Information Center. Miller, a former delivery driver who was convicted in 2000 for a workplace shooting spree, was put to death using nitrogen gas — one of three inmates executed by Alabama this year by way of the novel method. After many death penalty states struggled in recent years to source lethal injection drugs, and as manufacturers impose restrictions on allowing their products to be used in executions, there was a resumption in 2024 among some states: Indiana on Wednesday executed its first inmate in 15 years, following Utah and South Carolina, which each put people to death for the first time in more than a decade. Idaho in February also attempted its first execution in 12 years but halted the procedure when prison staff members were unable to locate a viable vein. Arizona Attorney General Kris Mayes, a Democrat, said this month her office would resume seeking a death warrant against an inmate in a 2002 murder: ""This is not a decision that I have made lightly, but the death penalty is the law in our state, and it is my job to uphold it."" She added that it would be ""justice"" for the victim, Ted Price, who was murdered in a domestic-related dispute. Oklahoma's attorney general, Gentner Drummond, a Republican, echoed that the death penalty is meant to give victims' loved ones closure after the state pardon board rejected Underwood's clemency request. ""Jamie's family has waited 18 excruciating years for justice that finally will be carried out when this murderer is executed,"" Drummond said in a statement, also referring to Underwood as an ""evil monster. "" Gentner, however, has also not exclusively sided against death row inmates, highlighting how officials, too, may find nuance amid the larger dispute over the death penalty."
dragged-0151,4,outdated,who was the last person executed,Gary Ray Bowles,2024-09-25,0,noise,,noise,,"Daniel Lewis Lee and co-defen­dant Chevie Kehoe were con­vict­ed in 1999 of killing Nancy Mueller, her hus­band William Mueller, and her 8‑year-old daugh­ter Sarah Powell. Lee sought exec­u­tive clemen­cy with the sup­port of Mueller’s fam­i­ly, the pros­e­cu­tor, and the judge who tried him in an Arkansas fed­er­al court. They all believed that exe­cut­ing Lee would be a mis­car­riage of jus­tice giv­en the life sen­tence imposed on his much more cul­pa­ble co-defen­dant. Judge G. Thomas Eisele described Kehoe as the ​“ring­leader,” and tri­al tes­ti­mo­ny showed that Kehoe killed Sarah Powell after Lee refused, say­ing he would not kill a child. (Mark Berman, Trump admin­is­tra­tion car­ries out first fed­er­al exe­cu­tion since 2003 after late-night Supreme Court inter­ven­tion, The Washington Post, July 14, 2020.) Wesley Ira Purkey, White male, exe­cut­ed on July 16, 2020. Wesley Purkey was sen­tenced to death in Missouri fed­er­al court in 2003 for the kid­nap­ping, rape, and mur­der of a Kansas City, Missouri, teenag­er. Lawyers for Purkey argued he was incom­pe­tent to be exe­cut­ed because he had Alzheimer’s dis­ease, schiz­o­phre­nia, and trau­mat­ic brain injuries that ​“render[ed] him unable to ratio­nal­ly under­stand the rea­son the United States seeks to exe­cute him.”"
dragged-0171,0,outdated,What is the title of Taylor Swift's most recent studio album?,The Tortured Poets Department,2024-04-19,0,noise,,noise,,"Taylor has four rerecorded albums which have been released in the last few years: Fearless (Taylor's Version), Red (Taylor's Version), Speak Now (Taylor's Version) and now her latest re-release 1989 (Taylor's Version). This brings the total to 14, but don't stop counting yet. There's then the four live albums: Live From Clear Channel Stripped 2008, Speak Now World Tour Live, Folklore: The Long Pond Studio Sessions and Lover (Live From Paris). With these four lives albums, it takes our grand total of Taylor Swift albums to a beyond impressive 19 albums. Seriously, does Taylor ever sleep? Which album is Taylor re-recording next? So far Taylor has re-recorded four of the six albums she created at Big Machine Records: Fearless (Taylor's Version), Red (Taylor's Version), Speak Now (Taylor's Version) and 1989 (Taylor's Version). Still to be re-recorded are Taylor Swift, and Reputation. As Taylor has literally only just released the re-recording of 1989 (Taylor's Version), it might be a while before we get either of the next two re-recordings. Why is Taylor Swift re-recording her albums? As any Swiftie will know, in the last few years Taylor has been busy rerecording her own version of earlier albums. But why exactly? Well when she was starting out in her career at 15 years old she was signed onto the record label Big Machine Records, which owned the rights to her masters aka original recordings. In 2018, after her contract with Big Machine Records ended, Taylor signed onto a new label Universal's Republic Records, and as part of the deal she owns the right to her masters. However, this didn't apply to her previously recorded music."
dragged-0171,3,outdated,What is the title of Taylor Swift's most recent studio album?,The Tortured Poets Department,2024-12-29,0,noise,,noise,,"The American singer-songwriter Taylor Swift has written or co-written every song in her eleven-album discography, with the exception of several cover versions and guest features. She has also written standalone singles, songs for film soundtracks, and songs recorded by other artists. The song was first recorded and subsequently leaked before Swift got a record deal with Big Machine Records, and was recorded again during recording sessions for Swift's second studio album Fearless (2008) ^""Better Man"" was first recorded and released by Little Big Town in 2016, before Swift re-recorded it as ""Better Man (Taylor's Version)"" for her 2021 album Red (Taylor's Version). ^The 2023 re-recording, ""Eyes Open (Taylor's Version)"", was released without being included on any album.[54] ^The 2023 re-recording, ""If This Was a Movie (Taylor's Version)"", was released without being included on any album.[54] ^The re-recording, ""Ronan (Taylor's Version)"", was released as part of the 2021 album Red (Taylor's Version). ^The 2023 re-recording, ""Safe & Sound (Taylor's Version)"", was released without being included on any album. It features Joy Williams and John Paul White, members of the defunct Civil Wars, separately.[54]"
dragged-0190,6,outdated,What won the latest Academy Award for Best Animated Short Film?,War is Over!,2025-01-08,0,conflict,The Windshield Wiper,conflict,,Oscar Winner Animated Short Film 2022 | The Windshield Wiper. Short of the Week ; Riz Ahmed - The Long Goodbye (Best Live Action Short - Oscars 2022). Riz Ahmed.
dragged-0190,7,outdated,What won the latest Academy Award for Best Animated Short Film?,War is Over!,2011-07-18,0,noise,,noise,,"The Bide-a-Wee Mouse Home has sent the orphan mouse, Nibbles, to spend Thanksgiving with Jerry. But Jerry's cupboard is bare, and Nibbles is always hungry. They start by raiding Tom's milk dish, but Tom wakes up and drains it. Fortunately, Mammy has just put out a huge Thanksgiving feast, just ready for the raiding. And that's just what Jerry and Nibbles do, grabbing Pilgrim hats from the table decorations. All goes fairly well until Nibbles eats a whole orange, which is way too big for him. Jerry smacks him with a spoon, which sends the orange flying, right into Tom's mouth. Tom stalks up to the table in a feather duster, which turns into an Indian headdress. Battle follows, featuring Tom sending flaming cat-tails after the mice, and culminating in a champagne bottle launching Tom into the dish cabinet, which crashes down. Tom waves a white flag, and all three sit down to a polite dinner, but Nibbles eats the whole turkey before anyone else can touch it. The story of a little boy who would only talk in sound effects. With story by Dr. Seuss (and Bill Scott of Rocky and Bullwinkle fame) this cartoon won the Oscar for best short subject (animated) for 1950. This Tom and Jerry cartoon is set in 17th century France. Tom, who is a soldier in the King's castle, is assigned to guard the food laid out on a banquet table. Jerry and a smaller mouse companion, two wandering ""mouseketeers,"" make the situation miserable for Tom as they abscond with (and occasionally eat) all the food they can. Mr. Magoo sets off to go to the movies but goes to an airport by mistake and gets on a plane thinking it to be a theater. Little does Magoo know the man he is sitting next to is actually a thief and when a detective appears on the plane to track the thief down, Magoo thinks it's all part of the movie. After doing some wing walking, Magoo reenters the plane and exposes the thief to the detective."
dragged-0192,5,outdated,What won the latest Academy Award for Best Animated Feature?,The Boy and the Heron,2023-03-12,0,noise,,noise,,"Top Gun: Maverick. Eddie Hamilton. International Feature Film. Winner ... Short Film (Animated). Winner. The Boy, the Mole, the Fox and the ..."
dragged-0192,7,outdated,What won the latest Academy Award for Best Animated Feature?,The Boy and the Heron,2024-08-12,0,conflict,Soul (2020),conflict,,"The Academy Award for Best Animated Feature is the award for the best animated movie. ... Most recent winner, Soul (2020). Website, oscars.org. Only movies at ..."
dragged-0220,0,outdated,On what date did the Patriots last play the Miami Dolphins?,"Nov 24, 2024",2024-12-31,0,noise,,noise,,"2000. Miami is one of 3 teams in the AFC with a winning overall record against New England (the others being the Denver Broncos and Kansas City Chiefs). Since 2003, the Patriots have dominated the rivalry, but not as much as their rivalries with their two other AFC East opponents.[8][9] In 2004, one of the most famous moments in the rivalry happened where the Dolphins, 2–11 at the time, upset the defending champion Patriots, who were 12–1, in a game that has been known as ""The Night That Courage Wore Orange"".[10] The rivalry briefly intensified in 2005 when Nick Saban (who previously served as defensive coordinator of the Cleveland Browns, coached by Bill Belichick at the time) was hired as the Dolphins head coach and when he nearly signed quarterback Drew Brees with the Dolphins, as well as in 2008 when the Dolphins became the only team other than the Patriots since 2003 to win the division.[11] In Week 3 of the aforementioned 2008 season, the Dolphins used the Wildcat formation to throw the Patriots (who were without Tom Brady that year because of an ACL injury earlier in the season) off and went on to upset them, 38–13, snapping their 20-game regular season winning streak that dated back to December 10, 2006, which coincidentally, the Patriots were also beat by the Dolphins.[12] In 2018, the Dolphins upset the Patriots in Miami for the second year in a row, this time with a last-minute hook and lateral scoring play in what is known as the ""Miracle in Miami"".[13] On February 4, 2019, the Dolphins hired a long-time Patriots assistant, Brian Flores (who had been with the team since their 2004 Super Bowl-winning season) as the 12th head coach in franchise history."
dragged-0220,1,outdated,On what date did the Patriots last play the Miami Dolphins?,"Nov 24, 2024",2024-11-25,0,conflict,"Nov 25, 2024",correct,기사일 11/25(월)의 'on Sunday' = 11/24 → 지지,"Breaking down the Patriots disappointing loss to the Dolphins in Miami on Sunday. Nov 25, 2024 at 11:44 AM. Author Image."
dragged-0220,5,outdated,On what date did the Patriots last play the Miami Dolphins?,"Nov 24, 2024",2024-10-06,0,noise,,noise,,"Patriots' possessions — one with a touchdown that was overturned on replay, and another that fizzled when New England, after completing a pass at the Miami 11 in the middle of the field, was unable to stop the clock. “Honestly, nothing was good,” said Patriots quarterback Jacoby Brissett, who was 18 of 34 for 160 yards. “Penalties in the wrong situations, in bad situations. We’re not good enough to do that, to go backwards and try to score points.” Jason Sanders kicked three field goals for Miami to overcome three botched special teams plays, and the Dolphins won for the first time since quarterback Tua Tagovailoa went out with a concussion in Week 2. Making his second start as Miami's fourth quarterback, Tyler Huntley completed 18 of 31 passes for 194 yards and one interception. Tyreek Hill caught six passes for 69 yards, Jaylen Wright ran for 86 and Raheem Mostert added 80 on the ground for the Dolphins. Ingold's 3-yard run capped a 15-play, 80-yard drive that was more like 95 with penalties figured in. After the 2-point attempt failed, the Patriots (1-4) still had two more chances to take the lead. The Patriots celebrated a go-ahead touchdown pass with 63 seconds left, but replays showed Ja’Lynn Polk’s second heel came down on the end line. After two no-chance incompletions — and yet another penalty — the Patriots turned the ball over on downs. New England got the ball back on its own 43 with 29 seconds left, and Brissett connected on a 21-yard pass to Kayshon Boutte at the Dolphins 36; with no timeouts, the Patriots hustled to spike the ball with 12 seconds left. Brissett hit Hunter Henry at the 11 but near the yardage markers — too far inbounds for them to have a chance to stop the clock. “As the game wore on,"
